trip_id,vendor_id,date_id,pickup_location_id,dropoff_location_id,payment_type_id,ratecode_id,passenger_count,trip_distance,fare_amount,total_amount,store_and_fwd_flag,trip_duration
17,1,20190101,161,170,1,1,1,1.2,10.5,14.75,NO,16
18,1,20190101,138,50,1,1,1,12.3,38.0,49.06,NO,38
19,1,20190101,144,261,2,1,1,1.3,7.5,8.8,NO,8
20,1,20190101,231,79,1,1,1,1.9,10.5,13.8,NO,13
21,1,20190101,107,181,2,1,1,4.6,19.0,20.3,NO,21
22,1,20190101,161,229,1,1,3,0.6,5.5,8.15,NO,5
23,1,20190101,263,107,1,1,2,3.0,12.0,15.95,NO,14
24,2,20190101,151,142,2,1,1,2.1,9.5,10.8,NO,11
25,2,20190101,231,238,1,1,1,6.57,24.0,30.36,NO,29
26,2,20190101,238,239,2,2,1,1.03,52.0,52.8,NO,6
27,2,20190101,132,238,1,2,2,19.13,52.0,70.27,NO,33
28,2,20190101,239,236,2,1,2,1.43,7.0,8.3,NO,6
29,1,20190101,264,229,1,1,1,4.2,15.0,19.55,NO,12
30,1,20190101,141,83,2,1,1,11.2,46.5,47.8,NO,70
31,1,20190101,151,142,2,1,4,1.5,8.0,9.3,NO,7
32,1,20190101,142,263,1,1,2,3.1,11.5,14.3,NO,12
33,1,20190101,263,140,2,1,2,0.7,4.5,5.8,NO,3
34,1,20190101,229,141,2,1,2,1.2,6.0,7.3,NO,4
35,1,20190101,249,234,1,1,2,1.3,10.0,13.55,NO,14
36,1,20190101,137,161,2,1,3,1.7,9.0,10.3,NO,10
37,2,20190101,90,181,1,1,3,5.23,24.5,29.8,NO,35
38,1,20190101,170,137,1,1,2,0.8,5.5,8.8,NO,5
39,1,20190101,162,140,1,1,2,1.1,7.5,10.55,NO,9
40,1,20190101,140,243,2,1,1,8.0,24.5,25.8,NO,21
41,2,20190101,137,75,1,1,1,4.1,14.0,15.3,NO,14
42,2,20190101,236,41,2,1,1,2.69,10.5,11.8,NO,11
43,2,20190101,41,50,1,1,1,4.36,15.5,20.16,NO,15
44,2,20190101,68,88,1,1,2,3.79,14.5,20.54,NO,18
45,2,20190101,88,90,2,1,2,3.52,13.5,14.8,NO,15
46,1,20190101,74,168,2,1,1,1.5,8.0,9.3,NO,9
47,1,20190101,249,113,1,1,1,0.7,4.5,6.95,NO,3
48,1,20190101,79,161,2,1,2,2.1,12.0,13.3,NO,16
49,1,20190101,107,79,1,1,2,1.4,8.0,11.6,NO,9
50,1,20190101,170,75,2,1,1,3.6,15.5,16.8,NO,20
51,1,20190101,75,246,1,1,1,5.2,25.5,32.15,NO,38
52,1,20190101,264,170,1,1,2,1.3,9.5,12.95,NO,12
53,1,20190101,233,141,1,1,1,1.7,7.5,10.8,NO,6
54,1,20190101,229,234,2,1,1,1.9,10.5,11.8,NO,14
55,1,20190101,148,246,2,1,1,2.6,12.0,13.3,NO,13
56,1,20190101,246,79,1,1,2,2.9,14.0,18.3,NO,20
57,2,20190101,48,68,1,1,2,2.08,12.5,17.25,NO,17
58,2,20190101,68,68,2,1,2,0.74,11.0,12.3,NO,16
59,2,20190101,107,161,1,1,1,2.26,11.0,14.76,NO,14
60,2,20190101,161,162,2,1,1,0.93,5.0,6.3,NO,3
61,2,20190101,162,151,2,1,1,4.4,15.0,16.3,NO,15
62,1,20190101,88,151,1,1,1,9.4,30.0,37.55,NO,28
63,1,20190101,143,151,1,1,1,1.9,9.5,13.5,NO,10
64,1,20190101,143,238,1,1,1,1.4,7.0,9.95,NO,6
65,1,20190101,239,239,1,1,1,0.5,5.5,8.15,NO,5
66,1,20190101,249,4,2,1,1,1.8,8.5,9.8,NO,9
67,1,20190101,4,246,2,1,1,3.8,25.0,26.3,NO,40
68,1,20190101,68,4,2,1,1,4.3,19.5,20.8,NO,27
69,1,20190101,164,262,1,1,2,3.3,14.5,18.95,NO,17
70,1,20190101,90,148,2,1,1,3.1,13.0,14.3,NO,15
71,1,20190101,148,232,1,1,1,0.6,4.0,6.36,NO,2
72,1,20190101,232,79,1,1,1,1.5,8.0,11.29,NO,8
73,1,20190101,79,141,1,1,1,3.6,14.5,18.95,NO,17
74,2,20190101,45,97,1,1,2,2.57,9.5,12.96,NO,8
75,2,20190101,144,256,2,1,2,2.44,10.5,11.8,NO,10
76,2,20190101,79,263,1,1,1,4.18,16.0,20.76,NO,20
77,1,20190101,140,233,1,1,1,1.0,5.0,7.3,NO,3
78,1,20190101,229,238,1,1,1,3.9,14.5,20.5,NO,15
79,1,20190101,238,236,1,1,1,1.6,8.5,12.7,NO,9
80,1,20190101,263,137,2,1,1,3.1,12.0,13.3,NO,14
81,1,20190101,113,264,1,1,2,0.6,6.0,8.75,NO,7
82,1,20190101,264,264,1,1,2,1.3,7.5,10.38,NO,9
83,1,20190101,141,263,2,1,2,0.5,4.0,5.3,NO,2
84,1,20190101,263,107,1,1,2,3.3,11.5,15.35,NO,12
85,1,20190101,79,263,2,1,1,4.1,17.0,18.3,NO,22
86,2,20190101,140,229,2,1,3,0.69,5.5,6.8,NO,5
87,2,20190101,229,236,1,1,3,1.92,8.5,11.76,NO,8
88,2,20190101,43,151,1,1,3,2.43,11.0,14.76,NO,11
89,2,20190101,151,238,1,1,3,0.83,6.5,8.58,NO,6
90,2,20190101,238,161,1,1,3,2.66,13.0,16.8,NO,16
91,2,20181231,132,181,1,1,1,22.59,60.0,68.3,NO,1414
92,1,20190101,186,186,2,1,1,0.2,8.0,9.3,YES,11
93,1,20190101,68,79,1,1,1,1.2,7.5,9.8,NO,9
94,1,20190101,79,143,1,1,1,5.0,22.5,28.55,NO,35
95,2,20190101,236,238,1,1,1,1.68,8.0,11.16,NO,7
96,2,20190101,238,239,2,1,1,0.65,4.5,5.8,NO,3
97,2,20190101,239,145,1,1,1,5.15,19.0,25.38,NO,22
98,1,20190101,161,170,1,1,2,0.6,13.0,39.3,NO,21
99,1,20190101,249,107,1,1,2,1.3,11.5,16.6,NO,16
100,1,20190101,107,229,1,1,2,1.7,9.5,11.8,NO,12
101,2,20190101,170,42,2,1,1,6.91,21.5,22.8,NO,23
102,2,20190101,158,238,1,1,5,5.08,18.0,24.12,NO,18
103,2,20190101,239,236,1,1,5,2.11,11.0,14.0,NO,12
104,1,20190101,50,148,1,1,2,5.3,21.5,27.35,NO,27
105,1,20190101,148,107,1,1,3,1.7,9.0,12.35,NO,10
106,1,20190101,107,262,1,1,3,3.6,15.5,20.15,NO,21
107,2,20190101,161,239,2,1,1,3.13,14.5,15.8,NO,20
108,2,20190101,239,48,2,1,1,1.07,7.5,8.8,NO,8
109,2,20190101,143,48,2,1,1,0.77,6.5,7.8,NO,8
110,2,20190101,237,263,1,1,1,2.12,10.0,13.56,NO,12
111,2,20190101,132,50,2,2,2,20.01,52.0,58.56,NO,62
112,1,20190101,238,236,2,1,2,1.4,8.0,9.3,NO,9
113,1,20190101,236,262,1,1,3,0.7,7.0,10.75,NO,8
114,1,20190101,249,162,2,1,2,2.8,13.5,14.8,NO,18
115,1,20190101,236,140,2,1,1,1.0,6.0,7.3,NO,5
116,1,20190101,140,162,2,1,4,1.9,8.0,9.3,NO,7
117,2,20190101,142,239,1,1,1,0.76,4.5,7.8,NO,3
118,2,20190101,239,68,1,1,1,3.6,13.5,16.8,NO,13
119,2,20190101,246,43,2,1,2,3.8,16.5,17.8,NO,20
120,2,20190101,132,87,1,2,5,21.42,52.0,70.27,NO,35
121,2,20190101,114,198,2,1,1,10.84,37.5,38.8,NO,43
122,1,20190101,161,41,1,1,2,3.6,12.5,16.3,NO,11
123,1,20190101,161,249,2,1,4,3.2,18.5,19.8,NO,30
124,2,20190101,236,236,1,1,2,0.78,4.5,6.96,NO,2
125,2,20190101,236,142,2,1,1,1.71,8.5,9.8,NO,9
126,2,20190101,43,151,1,1,2,2.28,9.5,12.96,NO,9
127,2,20190101,238,41,1,1,2,1.57,8.0,11.16,NO,8
128,2,20190101,113,229,2,1,1,2.8,12.0,13.3,NO,15
129,2,20190101,141,262,1,1,1,1.18,7.0,9.96,NO,7
130,1,20190101,233,233,2,1,2,0.4,4.5,5.8,NO,4
131,1,20190101,113,79,2,1,1,1.0,6.0,7.3,NO,6
132,1,20190101,79,75,1,1,4,6.0,24.0,30.35,NO,29
133,2,20190101,42,41,2,1,5,1.32,7.0,8.3,NO,6
134,2,20190101,43,224,2,1,3,3.65,15.5,16.8,NO,21
135,1,20190101,50,239,1,1,1,1.4,6.5,9.35,NO,6
136,1,20190101,238,238,2,1,3,0.6,4.5,5.8,NO,3
137,1,20190101,238,98,2,1,2,14.4,42.0,49.06,NO,34
138,2,20190101,14,228,2,1,1,1.43,7.0,8.3,NO,6
139,2,20190101,11,22,2,1,1,1.0,6.0,7.3,NO,5
140,1,20190101,181,239,1,1,2,11.0,40.0,51.63,NO,53
141,2,20190101,161,229,2,1,1,1.5,10.5,11.8,NO,15
142,2,20190101,162,43,2,1,1,0.72,7.0,8.3,NO,8
143,2,20190101,43,137,1,1,1,2.6,13.0,16.44,NO,1438
144,1,20190101,236,237,1,1,1,1.5,7.0,9.95,NO,6
145,1,20190101,237,140,2,1,1,1.0,6.0,7.3,NO,5
146,1,20190101,140,237,1,1,1,0.6,5.0,7.55,NO,4
147,1,20190101,237,238,1,1,1,1.9,9.5,14.0,NO,11
148,1,20190101,238,237,1,1,1,1.9,8.0,11.15,NO,7
149,1,20190101,162,107,1,1,1,1.3,9.5,12.95,NO,12
150,1,20190101,107,79,1,1,1,0.8,6.5,9.35,NO,7
151,1,20190101,113,142,1,1,1,3.8,19.5,24.95,NO,28
152,1,20190101,161,137,1,1,1,1.3,7.0,8.3,NO,7
153,1,20190101,164,170,4,1,2,0.4,4.5,5.8,NO,3
154,1,20190101,161,161,3,1,6,0.5,4.0,5.3,NO,2
155,1,20190101,229,223,2,1,2,4.3,16.0,17.3,NO,16
156,2,20190101,211,48,2,1,6,3.58,23.0,24.3,NO,37
157,1,20190101,158,107,2,1,2,2.1,14.5,15.8,NO,22
158,2,20190101,13,231,1,1,1,1.11,7.0,8.3,NO,8
159,2,20190101,113,238,1,1,1,5.63,24.0,30.36,NO,33
160,1,20190101,79,79,1,1,1,0.8,5.0,7.56,NO,4
161,1,20190101,107,87,1,1,1,3.7,13.0,17.15,NO,9
162,1,20190101,261,142,1,1,1,5.4,20.5,27.25,NO,23
163,1,20190101,211,232,2,1,1,1.8,9.5,10.8,NO,11
164,1,20190101,79,164,1,1,1,2.1,11.5,15.35,NO,15
165,1,20190101,107,170,1,1,1,1.0,6.5,8.8,NO,6
166,1,20190101,148,79,1,1,1,0.8,5.5,8.8,NO,5
167,1,20190101,4,87,1,1,1,2.7,11.0,13.3,NO,9
168,1,20190101,148,148,1,1,1,0.7,6.0,9.1,YES,6
169,1,20190101,79,231,1,1,1,1.1,7.0,9.3,NO,7
170,1,20190101,231,158,1,1,1,1.5,7.5,9.8,NO,8
171,1,20190101,142,237,2,1,2,1.2,7.0,8.3,NO,8
172,1,20190101,237,262,1,1,2,1.9,8.0,11.15,NO,7
173,1,20190101,236,244,2,1,1,5.8,20.0,21.3,NO,18
174,2,20190101,164,255,2,1,2,5.7,19.5,26.56,NO,19
175,2,20190101,239,239,1,1,1,0.46,4.0,6.89,NO,2
176,2,20190101,239,236,2,1,1,1.72,8.0,9.3,NO,7
177,2,20190101,236,239,2,1,1,1.6,7.0,8.3,NO,5
178,2,20190101,143,239,2,1,1,0.69,5.0,6.3,NO,3
179,2,20190101,239,151,1,1,1,1.4,8.0,11.62,NO,7
180,2,20190101,238,143,1,1,1,1.18,6.5,9.75,NO,5
181,2,20190101,143,41,1,1,1,3.35,12.0,17.91,NO,13
182,2,20190101,97,35,2,1,6,4.82,19.5,20.8,NO,25
183,2,20190101,231,170,1,1,1,2.85,16.0,20.76,NO,25
184,2,20190101,132,236,2,2,1,19.16,52.0,58.56,NO,26
185,1,20190101,237,90,1,1,1,3.0,22.5,28.55,NO,37
186,1,20190101,107,263,2,1,2,3.8,15.5,16.8,NO,18
187,2,20190101,164,257,1,1,1,10.15,29.5,43.87,NO,23
188,2,20190101,234,68,1,1,2,1.05,8.5,11.76,NO,11
189,2,20190101,68,236,1,1,2,4.04,18.0,23.16,NO,24
190,1,20190101,144,170,1,1,2,2.1,12.0,15.95,NO,17
191,1,20190101,125,246,1,1,1,3.0,12.5,17.9,NO,14
192,1,20190101,246,234,3,1,1,1.2,8.0,9.3,NO,10
193,2,20190101,43,246,1,1,1,3.11,19.0,24.36,NO,30
194,1,20190101,263,141,1,1,2,0.5,3.5,5.76,NO,1
195,1,20190101,236,236,1,1,2,0.5,4.0,6.85,NO,1
196,1,20190101,236,75,1,1,2,0.5,4.0,6.85,NO,3
197,1,20190101,75,151,2,1,2,1.5,7.5,8.8,NO,7
198,1,20190101,238,162,2,1,1,3.8,16.0,17.3,NO,20
199,1,20190101,164,79,2,1,3,2.3,13.5,14.8,NO,20
200,2,20190101,239,48,1,1,1,1.14,6.5,8.8,NO,5
201,2,20190101,239,170,1,1,2,3.33,14.5,19.75,NO,18
202,2,20190101,161,237,2,1,1,0.87,5.0,6.3,NO,4
203,2,20190101,148,234,1,1,5,4.0,22.5,27.37,NO,32
204,2,20190101,79,186,2,1,5,1.74,10.5,11.8,NO,14
205,1,20190101,236,234,1,1,1,3.6,18.0,24.1,NO,25
206,1,20190101,142,238,1,1,1,1.8,8.5,11.75,NO,8
207,1,20190101,238,237,2,1,2,1.3,6.5,7.8,NO,5
208,1,20190101,237,170,1,1,1,2.1,8.5,11.75,NO,8
209,1,20190101,170,164,1,1,4,0.9,6.5,9.35,NO,7
210,2,20190101,141,186,2,1,1,2.58,15.0,16.3,NO,23
211,2,20190101,186,164,2,1,1,0.81,5.5,6.8,NO,5
212,2,20190101,234,137,1,1,1,1.47,11.5,12.8,NO,16
213,1,20190101,113,246,2,1,1,1.4,11.5,12.8,NO,16
214,1,20190101,246,68,1,1,1,0.7,4.5,6.95,NO,3
215,1,20190101,68,48,1,1,1,0.9,8.5,11.8,NO,11
216,2,20190101,132,82,2,1,1,11.98,34.5,35.8,NO,25
217,2,20190101,145,146,2,1,1,1.1,6.5,7.8,NO,7
218,2,20190101,48,50,2,1,1,0.66,5.5,6.8,NO,5
219,2,20190101,68,234,2,1,1,0.94,6.5,7.8,NO,7
220,2,20190101,113,263,1,1,1,4.3,18.0,22.3,NO,25
221,1,20190101,163,74,1,1,1,4.4,15.5,17.8,NO,18
222,1,20190101,74,50,1,1,1,5.0,17.5,23.5,NO,17
223,1,20190101,239,142,2,1,1,0.7,5.5,6.8,YES,5
224,1,20190101,162,263,1,1,1,1.8,7.0,9.95,NO,4
225,1,20190101,263,141,1,1,2,0.5,3.5,5.75,NO,1
226,1,20190101,107,181,1,1,2,5.9,24.0,30.35,NO,30
227,1,20190101,236,233,1,1,1,2.0,8.0,11.15,NO,6
228,1,20190101,229,237,1,1,1,1.4,7.5,10.0,NO,7
229,1,20190101,262,142,1,1,1,2.4,11.0,14.75,NO,11
230,1,20190101,239,234,1,1,1,3.8,16.0,21.0,NO,20
231,1,20190101,162,107,1,1,1,2.4,11.5,15.35,NO,14
232,1,20190101,137,186,1,1,1,1.0,7.0,8.3,NO,9
233,1,20190101,162,186,2,1,1,1.8,11.0,12.3,NO,15
234,2,20190101,163,79,1,1,1,3.48,17.0,19.3,NO,26
235,2,20190101,79,125,1,1,1,1.5,9.0,12.36,NO,11
236,2,20190101,68,138,2,1,1,9.33,28.5,35.56,NO,24
237,1,20190101,211,261,2,1,2,2.0,9.5,10.8,NO,9
238,1,20190101,144,161,1,1,1,4.5,22.0,27.95,NO,29
239,1,20190101,141,141,1,1,1,0.8,5.0,7.55,NO,4
240,1,20190101,141,170,2,1,2,3.3,17.5,18.8,NO,25
241,1,20190101,142,142,1,1,1,0.7,4.5,7.2,NO,2
242,1,20190101,43,161,2,1,1,0.4,5.0,6.3,NO,4
243,1,20190101,161,263,1,1,1,1.8,8.5,11.75,NO,8
244,1,20190101,263,229,1,1,1,1.6,7.0,12.3,NO,7
245,1,20190101,237,236,1,1,1,2.4,10.5,14.15,NO,12
246,1,20190101,141,229,2,1,1,0.9,5.0,6.3,NO,3
247,1,20190101,137,107,1,1,1,0.4,4.0,6.35,NO,2
248,1,20190101,107,79,1,1,3,0.3,3.5,5.76,NO,1
249,1,20190101,79,164,1,1,1,1.8,12.0,15.95,NO,17
250,2,20190101,132,92,1,1,1,11.02,31.0,38.76,NO,19
251,2,20190101,170,162,1,1,1,0.67,4.5,7.25,NO,3
252,2,20190101,162,161,1,1,2,0.85,7.5,10.56,NO,10
253,2,20190101,161,164,2,1,1,1.01,12.5,13.8,NO,20
254,2,20190101,164,170,1,1,1,0.64,5.5,7.82,NO,6
255,2,20190101,132,226,2,1,1,15.31,41.5,42.8,NO,24
256,2,20190101,226,142,1,1,1,4.44,16.0,22.49,NO,17
257,1,20190101,48,229,2,1,2,2.1,13.0,14.3,NO,17
258,1,20190101,229,262,1,1,2,2.1,8.5,13.8,NO,7
259,1,20190101,262,145,2,1,2,4.5,16.0,17.3,NO,21
260,2,20190101,249,125,2,1,2,1.03,7.5,8.8,NO,9
261,2,20190101,142,90,1,1,1,3.42,23.0,29.16,NO,38
262,2,20190101,24,140,1,1,1,3.25,11.5,15.36,NO,10
263,2,20190101,263,48,1,1,1,3.33,15.0,19.56,NO,19
264,2,20190101,50,24,1,1,1,3.82,15.0,19.56,NO,17
265,2,20190101,234,263,2,1,2,3.34,13.0,14.3,NO,14
266,2,20190101,237,233,1,1,1,1.6,8.0,11.16,NO,8
267,1,20190101,249,114,2,1,1,1.0,7.0,8.3,NO,8
268,1,20190101,114,90,2,1,1,1.3,19.0,20.3,NO,33
269,1,20190101,186,229,1,1,1,2.2,13.0,18.55,NO,18
270,1,20190101,79,233,1,1,1,2.1,11.0,15.95,NO,15
271,1,20190101,233,137,2,1,2,0.9,5.5,6.8,NO,5
272,1,20190101,137,243,2,1,1,9.1,27.5,28.8,NO,23
273,1,20190101,158,14,1,1,2,9.8,29.5,37.61,NO,25
274,2,20190101,43,75,1,1,2,1.13,5.5,20.0,NO,4
275,2,20190101,236,74,1,1,2,2.01,10.0,12.88,NO,11
276,2,20190101,74,234,1,1,2,5.98,20.5,26.16,NO,19
277,1,20190101,107,143,1,1,2,3.5,18.0,23.15,NO,25
278,2,20190101,229,164,2,1,2,1.9,9.0,10.3,NO,9
279,2,20190101,234,41,1,1,3,5.41,21.5,25.8,NO,28
280,1,20190101,144,236,1,1,1,5.3,21.5,27.35,NO,29
281,1,20190101,236,140,1,1,1,2.0,9.5,12.96,NO,10
282,1,20190101,237,236,1,1,1,1.1,6.5,10.1,NO,6
283,1,20190101,161,170,1,1,1,1.1,9.0,12.35,NO,12
284,1,20190101,234,161,2,1,1,1.4,8.5,9.8,NO,10
285,2,20190101,238,41,2,1,1,1.41,6.5,7.8,NO,4
286,2,20190101,166,238,1,1,1,1.58,7.5,10.56,NO,6
287,2,20190101,238,41,1,1,1,1.69,7.5,10.56,NO,7
288,2,20190101,151,243,2,1,1,4.73,16.0,17.3,NO,14
289,2,20190101,142,90,2,1,1,3.13,15.0,16.3,NO,21
290,2,20190101,90,79,2,1,1,2.07,12.0,13.3,NO,16
291,1,20190101,90,107,1,1,1,1.1,8.5,11.75,NO,12
292,1,20190101,170,186,1,1,2,0.9,9.0,12.35,NO,13
293,1,20190101,186,158,2,1,1,1.9,11.5,12.8,NO,15
294,2,20190101,138,138,2,1,1,31.57,82.5,83.8,NO,48
295,1,20190101,142,237,1,1,1,1.4,7.0,9.8,NO,6
296,1,20190101,142,233,1,1,2,2.6,11.0,15.35,NO,13
297,1,20190101,233,141,1,1,1,1.4,7.5,10.55,NO,8
298,1,20190101,141,162,2,1,3,1.4,7.5,8.8,NO,7
299,1,20190101,80,112,2,1,1,0.6,5.0,6.3,NO,4
300,1,20190101,189,33,2,1,1,6.5,24.0,25.3,YES,27
301,1,20190101,33,95,1,1,3,11.7,39.5,45.8,YES,41
302,1,20190101,74,151,2,1,1,2.5,11.0,12.3,NO,12
303,1,20190101,238,152,2,1,1,2.4,10.5,11.8,NO,11
304,2,20190101,237,229,2,1,4,0.79,5.5,6.8,NO,5
305,2,20190101,163,239,2,1,5,2.49,10.0,11.3,NO,10
306,2,20181231,141,229,2,1,1,1.06,6.0,7.3,NO,5
307,2,20190101,234,48,2,1,2,1.95,13.0,14.3,NO,19
308,1,20190101,161,170,2,1,1,1.0,7.5,8.8,NO,10
309,1,20190101,170,236,1,1,1,3.0,11.5,13.82,NO,13
310,1,20190101,237,112,1,1,1,4.6,16.0,20.75,NO,16
311,2,20190101,100,141,1,1,1,2.0,11.5,16.64,NO,17
312,2,20190101,229,236,2,1,1,1.85,8.0,9.3,NO,7
313,2,20190101,236,164,1,1,1,2.37,12.0,15.96,NO,17
314,1,20190101,263,48,2,1,1,3.5,21.5,22.8,NO,32
315,1,20190101,48,88,1,1,1,5.4,21.5,24.8,NO,27
316,1,20190101,181,225,1,1,1,4.2,16.0,19.3,NO,18
317,2,20190101,262,224,2,1,1,3.23,11.0,12.3,NO,6
318,2,20190101,162,141,1,1,1,1.4,7.0,9.96,NO,6
319,2,20190101,263,236,2,1,1,0.88,6.0,7.3,NO,5
320,1,20190101,163,237,2,1,1,1.5,6.5,7.8,NO,6
321,1,20190101,237,113,2,1,2,3.6,15.5,16.8,NO,21
322,1,20190101,113,33,1,1,2,3.6,14.0,19.1,NO,17
323,2,20190101,236,229,2,1,1,1.96,8.5,9.8,NO,9
324,2,20190101,262,148,1,1,5,5.1,18.5,24.75,NO,16
325,2,20190101,148,4,1,1,5,0.72,5.0,7.56,NO,4
326,2,20190101,79,186,1,1,5,1.93,10.5,15.34,NO,14
327,2,20190101,90,249,1,1,5,0.85,6.5,9.75,NO,8
328,1,20190101,114,95,1,1,2,11.2,37.5,57.91,NO,40
329,1,20190101,264,264,2,1,3,2.9,12.5,13.8,NO,16
330,1,20190101,264,264,2,1,2,1.3,9.5,10.8,NO,13
331,1,20190101,264,264,2,1,2,7.0,27.5,28.8,NO,34
332,2,20190101,132,226,1,1,3,14.87,40.0,49.56,NO,22
333,2,20190101,161,233,2,1,1,0.79,5.5,6.8,NO,6
334,2,20190101,43,238,2,1,1,1.7,7.5,8.8,NO,7
335,2,20190101,238,68,1,1,1,3.78,20.0,24.5,NO,29
336,2,20190101,236,141,2,1,1,1.25,6.5,7.8,NO,7
337,2,20190101,236,229,1,1,1,1.93,7.5,10.56,NO,8
338,2,20190101,229,162,2,1,1,1.13,7.0,8.3,NO,7
339,1,20190101,246,107,2,1,1,2.3,14.5,15.8,NO,21
340,1,20190101,79,232,2,1,1,1.5,9.0,10.3,NO,11
341,2,20190101,142,164,2,1,1,3.19,22.0,23.3,NO,37
342,2,20190101,233,238,2,1,1,3.93,15.0,16.3,NO,17
343,2,20190101,238,239,1,1,1,1.04,5.5,9.43,NO,5
344,2,20190101,239,162,2,1,1,2.65,12.5,13.8,NO,16
345,1,20190101,113,181,2,1,4,5.4,22.0,23.3,NO,27
346,1,20190101,181,257,3,1,4,0.8,5.0,6.3,NO,5
347,2,20190101,236,114,1,1,2,4.85,20.0,27.69,NO,27
348,2,20190101,114,79,2,1,3,0.13,2.5,3.8,NO,1
349,2,20190101,79,79,1,1,2,0.49,4.0,6.89,NO,2
350,2,20190101,79,107,2,1,2,0.32,3.5,4.8,NO,2
351,2,20190101,107,186,1,1,2,1.68,8.0,11.16,NO,9
352,2,20190101,132,216,2,1,1,5.01,17.0,18.3,NO,13
353,2,20190101,132,218,2,1,1,3.67,12.5,13.8,NO,9
354,2,20190101,249,90,2,1,1,1.14,16.0,17.3,NO,25
355,2,20190101,90,249,2,1,1,0.7,6.5,7.8,NO,8
356,2,20190101,132,129,2,1,3,12.18,35.5,36.8,NO,24
357,2,20190101,107,107,1,1,1,0.5,4.0,6.36,NO,2
358,2,20190101,141,263,2,1,1,0.99,5.0,6.3,NO,3
359,2,20190101,262,75,2,1,1,0.85,5.0,6.3,NO,3
360,1,20190101,238,24,1,1,1,0.9,5.5,8.8,NO,4
361,1,20190101,24,238,1,1,1,1.3,7.0,9.55,NO,6
362,1,20190101,239,238,1,1,1,1.4,8.0,11.15,NO,9
363,1,20190101,238,247,1,1,1,7.6,23.0,29.15,NO,18
364,1,20190101,126,213,3,1,1,1.8,7.0,8.3,NO,4
365,1,20190101,263,223,2,1,2,5.7,19.0,20.3,NO,18
366,1,20190101,107,170,1,1,1,0.9,6.0,8.3,NO,6
367,1,20190101,229,112,1,1,1,4.3,15.5,20.15,NO,16
368,1,20190101,159,18,2,1,1,7.5,27.5,28.8,NO,32
369,1,20190101,141,50,2,1,1,2.8,14.0,15.3,NO,19
370,1,20190101,50,239,1,1,1,1.7,7.5,10.5,NO,6
371,1,20190101,41,42,2,1,1,2.4,11.0,12.3,NO,10
372,1,20190101,244,152,1,1,1,1.5,8.0,11.15,NO,7
373,1,20190101,166,151,2,1,1,1.2,6.5,7.8,NO,5
374,1,20190101,238,263,1,1,2,1.7,8.5,12.25,NO,9
375,1,20190101,263,164,1,1,2,3.5,14.5,18.95,NO,17
376,2,20190101,164,41,1,1,6,4.9,22.5,28.56,NO,32
377,1,20190101,140,237,2,1,1,1.1,9.0,10.3,NO,12
378,1,20190101,142,163,2,1,3,1.3,8.0,9.3,NO,10
379,1,20190101,142,238,1,1,2,1.8,9.5,12.95,NO,10
380,1,20190101,148,114,1,1,2,1.1,7.5,10.55,NO,9
381,2,20190101,239,239,2,1,1,0.36,4.0,5.3,NO,3
382,2,20190101,238,151,1,1,1,0.76,5.5,8.16,NO,5
383,2,20190101,239,68,2,1,1,2.89,14.5,15.8,NO,19
384,2,20190101,140,229,2,1,1,1.04,6.5,7.8,NO,6
385,2,20190101,161,43,1,1,1,1.5,8.5,11.76,NO,10
386,1,20190101,243,243,2,1,1,1.9,7.5,8.8,NO,5
387,1,20190101,48,263,1,1,2,3.7,16.0,20.75,NO,21
388,2,20190101,137,262,1,1,1,3.01,10.0,13.56,NO,7
389,2,20190101,140,141,1,1,1,0.46,3.5,6.0,NO,1
390,2,20190101,170,262,1,1,1,3.47,15.5,19.82,NO,20
391,1,20190101,161,170,2,1,3,0.6,12.0,13.3,NO,19
392,1,20190101,164,158,1,1,1,1.7,9.0,12.35,NO,11
393,2,20190101,13,48,2,1,1,3.89,16.0,17.3,NO,18
394,2,20190101,48,239,1,1,1,2.78,12.0,15.0,NO,12
395,2,20190101,239,151,1,1,1,1.48,7.5,10.56,NO,7
396,2,20190101,164,263,1,1,2,3.57,12.5,14.8,NO,11
397,2,20190101,141,233,1,1,1,1.31,6.5,9.36,NO,5
398,2,20190101,170,233,1,1,4,0.74,5.0,7.3,NO,4
399,1,20190101,238,52,1,1,1,10.8,33.5,43.45,NO,32
400,1,20190101,163,79,1,1,1,3.6,15.5,18.8,NO,20
401,1,20190101,79,137,1,1,1,1.1,6.5,9.35,NO,6
402,1,20190101,170,233,1,1,1,0.8,5.5,8.8,NO,5
403,1,20190101,107,79,1,1,1,0.9,5.5,8.8,NO,5
404,1,20190101,74,74,2,1,1,0.8,6.0,7.3,NO,7
405,1,20190101,236,238,1,1,1,1.2,7.0,9.95,NO,5
406,1,20190101,142,239,1,1,2,0.8,5.0,7.56,NO,3
407,1,20190101,239,239,2,1,1,0.3,4.0,5.3,YES,2
408,1,20190101,239,142,1,1,2,0.7,6.5,9.75,NO,6
409,1,20190101,142,229,1,1,1,2.2,10.5,14.15,NO,13
410,2,20190101,170,68,1,1,1,1.4,10.5,14.16,NO,15
411,2,20190101,234,80,1,1,1,4.97,19.5,24.96,NO,22
412,1,20190101,125,263,1,1,1,5.6,20.5,24.8,NO,24
413,1,20190101,263,263,1,1,3,0.4,3.5,6.8,NO,1
